;FTSE UK Dividend+ Index;MSCI EM Emerging Markets High Dividend Yield Gross Total Return USD Index;FTSE 100 Total Return Index GBP;MSCI Daily TR Gross EM USD;MSCI United Kingdom High Dividend Yield Gross Total Return USD Index;MSCI UK Gross Total Return USD Index;MSCI Japan High Dividend Yield Gross Total Return USD;MSCI Daily TR Gross Europe Ex UK USD;MSCI USA Hdy Gross Total Return USD Index;MSCI Daily TR Gross USA USD;MSCI World HIGH DIVIDEND YIELD Gross Total Return Total Return USD Index;MSCI Daily TR Gross USA USD;MSCI World HIGH DIVIDEND YIELD Gross Total Return Total Return USD Index;MSCI Daily TR Gross World USD;S&P Europe 350 Dividends Aristocrats Total Return Index;S&P Europe 350 Gross Total Return Index;S&P/JPX Dividend Aristocrats Total Return Index;S&P 500 Dividend Aristocrats Total Return Index;S&P 500 Total Return Index;Topix Total Return Index JPY;S&P South Africa Dividend Aristocrats Index ZAR Gross TR;FTSE/JSE Africa All Share Index;FTSE/JSE Dividend+ Index Total Return Index
2006/11/16 00:00;3847,4;4758,87;3503,56;1375,256;2336,81;6760,599;1776,71;6960,007;1454,13;4440,78;1134,14;4440,78;1134,14;4332,65;183,423;1871,02;102,03;793,73;2152,57;1848,67;#N/A;23436,27;#N/A
2006/11/15 00:00;3824,89;4740,72;3489,52;1370,528;2323,06;6729,097;1784,77;6955,915;1451,43;4431,3;1130,89;4431,3;1130,89;4329,04;182,72;1867,32;102,5;789,94;2147,6;1860,31;#N/A;23659,44;#N/A
2006/11/14 00:00;3802,78;4743,1;3464,76;1369,881;2316,26;6701,643;1798,64;6911,442;1450,08;4418,9;1127,31;4418,9;1127,31;4316,05;181,782;1856,39;103,11;787,68;2141,95;1865,47;#N/A;23674,39;#N/A
2006/11/13 00:00;3801,63;4702,37;3468,98;1358,287;2338,84;6741,391;1772,35;6918,543;1445,17;4389,72;1126,84;4389,72;1126,84;4296,16;182,702;1861,43;101,79;782,01;2128,17;1833,15;#N/A;23566,96;#N/A
2006/11/10 00:00;3793,2;4722,73;3476,96;1361,113;2349,61;6783,41;1794,2;6915,259;1443,12;4378,28;1127,9;4378,28;1127,9;4300,62;182,852;1858,21;102,08;781,91;2122,26;1847,89;#N/A;23819,21;#N/A
2006/11/09 00:00;3790,38;4731,32;3489,9;1360,148;2345,12;6757,188;1791,02;6886,237;1443,29;4370,07;1125,06;4370,07;1125,06;4290,12;182,731;1861,98;102,27;780,51;2118,32;1856,88;#N/A;23684,67;#N/A
2006/11/08 00:00;3802,27;4707,15;3494,08;1350,268;2360,25;6779,938;1800,28;6863,34;1451,4;4392,08;1128,91;4392,08;1128,91;4303,78;183,139;1865,08;102,78;785,81;2129,22;1866,74;#N/A;23952,68;#N/A
2006/11/07 00:00;3793,77;4709,73;3493,89;1353,554;2356,5;6801,962;1810,18;6891,906;1446,78;4380,15;1130,25;4380,15;1130,25;4310,79;182,839;1865,88;103,57;784,92;2124,28;1889,14;#N/A;24022,61;#N/A
2006/11/06 00:00;3779,33;4671,26;3483,02;1343,184;2335,18;6732,834;1786,28;6808,878;1443,59;4370,98;1121,79;4370,98;1121,79;4284,19;181,775;1857,74;103,79;782,23;2119,53;1889,18;#N/A;23950,99;#N/A
2006/11/03 00:00;3745,65;4640,91;3440,27;1335,574;2312,71;6665,523;1787;6724,105;1429,45;4321,83;1110,48;4321,83;1110,48;4244,32;180,691;1837,07;#N/A;775,9;2095,68;#N/A;#N/A;23590,57;#N/A
2006/11/02 00:00;3751,35;4604,32;3440,91;1326,43;2320,87;6690,338;1801,65;6726,395;1430,51;4330,54;1111,8;4330,54;1111,8;4252,61;180,285;1830,38;103,7;779,98;2100,21;1891,88;#N/A;23527,62;#N/A
2006/11/01 00:00;3751,85;4597,29;3441,1;1327,815;2322,38;6691,717;1802,25;6770,144;1431,04;4331,23;1114,85;4331,23;1114,85;4259,58;180,555;1838,76;103,52;781,04;2100,36;1895,96;#N/A;23600,52;#N/A
2006/10/31 00:00;3751,1;4573,93;3425,52;1314,597;2312,7;6666,198;1795,65;6738,067;1436,42;4364,12;1113,94;4364,12;1113,94;4269,39;179,956;1831,13;103,07;785,73;2115,65;1890,01;#N/A;23338,16;#N/A
2006/10/30 00:00;3733,97;4523,66;3424,16;1301,227;2304,35;6644,984;1794,13;6716,017;1437,66;4363,98;1112,41;4363,98;1112,41;4262,98;180,103;1832,61;103,25;786,97;2115,63;1893,78;#N/A;23200;#N/A
2006/10/27 00:00;3732,06;4566,07;3443,22;1315,113;2304,21;6662,192;1817,48;6745,658;1440,96;4362,27;1115,6;4362,27;1115,6;4275,14;179,914;1838,03;104,7;785,95;2114,65;1928,93;#N/A;23062,26;#N/A
2006/10/26 00:00;3755,13;4566,13;3456,59;1317,956;2298,04;6659,589;1810,28;6729,111;1448,49;4399,28;1116,08;4399,28;1116,08;4290,4;180,636;1842,28;105,12;792,17;2132,39;1945,13;#N/A;23212,71;#N/A
2006/10/25 00:00;3743,75;4538,43;3473,21;1309,956;2285,67;6651,81;1794,07;6680,197;1444,64;4372,71;1111,56;4372,71;1111,56;4263,91;180,931;1845,17;104,72;787,79;2121,83;1932,01;#N/A;23489,48;#N/A
2006/10/24 00:00;3747,92;4514,13;3455,1;1302,828;2279,39;6599,737;1793,4;6641,455;1436,12;4356,79;1105,17;4356,79;1105,17;4244,9;180,843;1839,65;105,37;790,37;2114,36;1942,71;#N/A;23532,81;#N/A
2006/10/23 00:00;3725,14;4487,33;3445,94;1297,856;2273,84;6580,234;1794,12;6649,966;1438,32;4356,48;1105,79;4356,48;1105,79;4243,42;180,91;1839,18;105,29;791,55;2113,82;1939,03;#N/A;23469,79;#N/A
2006/10/20 00:00;3730,71;4494,54;3439,83;1302,626;2278,05;6601,097;1791,43;6646,393;1430,92;4329,52;1103,99;4329,52;1103,99;4228,46;180,471;1832,51;104,76;784,48;2100,86;1921,23;#N/A;23337,66;#N/A
2006/10/19 00:00;3727,5;4488,81;3440,26;1303,161;2272,38;6583,596;1780,63;6619,255;1427,42;4326,71;1100,07;4326,71;1100,07;4218,86;179,088;1826,84;103,98;783,19;2098,32;1911,43;#N/A;23254,9;#N/A
2006/10/18 00:00;3728,23;4486,11;3437,15;1300,738;2277,4;6548,385;1772,69;6574,529;1428,82;4322,48;1097,17;4322,48;1097,17;4205,24;179,305;1827,56;104,21;783,8;2096,71;1914,91;#N/A;23209,26;#N/A
2006/10/17 00:00;3697,41;4481,76;3413,17;1295,979;2263,77;6509,406;1779,49;6524,073;1424,57;4316,19;1092,02;4316,19;1092,02;4193,2;177,003;1811,07;104,02;781,24;2093,58;1913,98;#N/A;23155,11;#N/A
2006/10/16 00:00;3747,27;4527,57;3448,79;1304,822;2286,86;6547,455;1782,77;6588,739;1425,7;4333,4;1097,23;4333,4;1097,23;4214,81;178,86;1829,98;104,3;783,34;2101,27;1923,45;#N/A;23141,09;#N/A
2006/10/13 00:00;3750,05;4479,4;3440,38;1296,781;2280,15;6514,287;1764,25;6567,933;1425,16;4321,15;1096,26;4321,15;1096,26;4193,58;177,76;1826,21;103,46;780,41;2095,97;1902,36;#N/A;22840,3;#N/A
2006/10/12 00:00;3739,15;4413,59;3420,25;1275,516;2267,08;6481,988;1760,36;6591,903;1422,96;4311,18;1095,46;4311,18;1095,46;4183,96;177,569;1821,32;102,91;779,53;2091,69;1885,58;#N/A;22751,49;#N/A
2006/10/11 00:00;3699,09;4382,31;3393,55;1267,991;2250,64;6430,473;1762,79;6547,886;1414,68;4270,1;1088,11;4270,1;1088,11;4154,61;176,007;1807;103,05;774,76;2071,9;1895,43;#N/A;22679,38;#N/A
2006/10/10 00:00;3697,47;4391,02;3392,34;1268,604;2249,75;6422,458;1765,26;6533,281;1419,02;4281,27;1088,09;4281,27;1088,09;4161,93;176,114;1804,29;103,66;774,34;2077,01;1910,33;#N/A;22799,56;#N/A
2006/10/09 00:00;3672,28;4360,74;3368,99;1262,377;2245,77;6412,083;1768,32;6521,566;1417,25;4271,42;1086,82;4271,42;1086,82;4155,13;175,778;1793,32;#N/A;771,84;2072,71;#N/A;#N/A;22773,36;#N/A
2006/10/06 00:00;3678,44;4362,95;3352,4;1264,349;2256,81;6403,563;1770,7;6502,545;1417,75;4265,71;1085,29;4265,71;1085,29;4149,99;175,68;1790,09;103,8;768,8;2071,05;1909,62;#N/A;22511,61;#N/A
2006/10/05 00:00;3659,2;4362,74;3354,26;1265,886;2255,84;6429,506;1784,66;6553,919;1420,55;4278,4;1089,44;4278,4;1089,44;4170,33;175,518;1787,81;104,3;771,47;2076,63;1908,43;#N/A;22475,14;#N/A
2006/10/04 00:00;3638,82;4301,72;3333,02;1248,939;2249,07;6412,876;1741,52;6505,208;1419,99;4265,14;1086,26;4265,14;1086,26;4141,73;175,26;1778,04;102,71;770,13;2071,45;1871,96;#N/A;22367,15;#N/A
2006/10/03 00:00;3615,08;4325,91;3316,16;1251,119;2228,47;6394,319;1754,4;6484,256;1407,18;4212,77;1080,4;4212,77;1080,4;4117,24;174,347;1765,34;103,62;762,18;2046,28;1890,48;#N/A;22274,14;#N/A
2006/10/02 00:00;3626,34;4350,41;3327,74;1259,689;2222,76;6402,735;1764,29;6509,713;1404,58;4204,98;1080,04;4204,98;1080,04;4124,09;174,128;1769,48;104,39;758,42;2041,99;1898,99;#N/A;22552,86;#N/A
2006/09/29 00:00;3611,48;4327,01;3329,41;1254,925;2200,68;6349,198;1743,72;6483,491;1405,14;4219,91;1076,21;4219,91;1076,21;4117,43;175,012;1769,97;103,92;760,55;2048,89;1882,18;#N/A;22374,58;#N/A
2006/09/28 00:00;3606,93;4343,25;3335,29;1258,77;2203,09;6375,076;1741,05;6491,108;1409,65;4230,65;1078,89;4230,65;1078,89;4124,69;175,443;1771,16;103,47;764,5;2053,93;1872,64;#N/A;22491,3;#N/A
2006/09/27 00:00;3584,23;4333,3;3312,28;1251,439;2209,57;6381,298;1737,45;6495,106;1407,18;4222,08;1078,93;4222,08;1078,93;4118,68;176,358;1770,48;102,96;763,54;2049,97;1859,16;#N/A;22249,72;#N/A
2006/09/26 00:00;3559,29;4299,01;3280,17;1238,617;2200,09;6342,064;1698,87;6430,243;1406,12;4218,84;1073,44;4218,84;1073,44;4090,85;173,923;1759,58;100,83;763,03;2049,2;1810,52;#N/A;22162,65;#N/A
2006/09/25 00:00;3551,79;4272,68;3238,15;1230,093;2187,07;6276,496;1710,75;6382,235;1397,8;4187,06;1067,43;4187,06;1067,43;4066,32;171,428;1735,86;100,58;758,24;2033,87;1814,75;#N/A;#N/A;#N/A
2006/09/22 00:00;3540,05;4273,08;3251,54;1233,353;2186,05;6312,239;1716,92;6419,843;1389,46;4150,2;1067,97;4150,2;1067,97;4057,8;171,336;1736,57;100,4;752,24;2016,09;1819,2;#N/A;22008,98;#N/A
2006/09/21 00:00;3564,2;4327,11;3293,11;1248,842;2205,39;6369,264;1730,08;6441,098;1388,96;4161,21;1071,57;4161,21;1071,57;4074,74;173,45;1756,84;101,35;754,26;2021,08;1838,37;#N/A;21886,4;#N/A
2006/09/20 00:00;3549,21;4339,93;3276,08;1254,059;2191,61;6311,925;1710,46;6417,269;1392,26;4183,38;1069,25;4183,38;1069,25;4072,26;172,715;1750,4;100,8;759,35;2031,59;1826,85;#N/A;21627,42;#N/A
2006/09/19 00:00;3523,42;4368,43;3255,97;1260,298;2165,79;6266,627;1729,43;6340,959;1387,66;4162,07;1061,48;4162,07;1061,48;4058,21;170,889;1730,4;101,75;755,2;2021,01;1852,22;#N/A;21517,4;#N/A
2006/09/18 00:00;3548,47;4367,66;3288,61;1261,128;2169,05;6291,374;1724,2;6365,744;1388,6;4171,71;1063,51;4171,71;1063,51;4066,48;171,588;1741,41;#N/A;755,3;2025,39;#N/A;#N/A;21418,43;#N/A
2006/09/15 00:00;3549,71;4301,34;3281,22;1243,533;2177,93;6285,352;1730,36;6339,247;1386,81;4167,52;1062,03;4167,52;1062,03;4058,82;171,535;1740,36;102,09;757,17;2023,35;1853,9;#N/A;21380,78;#N/A
2006/09/14 00:00;3523,92;4283,77;3281,34;1239,691;2173,61;6325,53;1738,66;6365,47;1385,19;4156,56;1064,2;4156,56;1064,2;4063,26;170,338;1734,47;102,43;754,91;2017,86;1859,37;#N/A;21471,2;#N/A
2006/09/13 00:00;3507,1;4290,59;3289,67;1236,606;2153,28;6284,176;1712,3;6335,491;1386,12;4163,19;1060,24;4163,19;1060,24;4053,95;169,808;1735,01;101,1;754,14;2020,49;1842,4;#N/A;21318,22;#N/A
2006/09/12 00:00;3487;4248,42;3290,13;1224,307;2154,22;6283,679;1708,46;6316,103;1382,15;4145,77;1057,4;4145,77;1057,4;4040,5;169,483;1730,77;101,37;753,02;2012,32;1845,23;#N/A;21261,7;#N/A
2006/09/11 00:00;3464,35;4224,9;3265,18;1216,157;2121,97;6192,69;1717,19;6245,54;1374,23;4101,65;1047,47;4101,65;1047,47;4005,72;167,312;1708,7;101,95;746,38;1991,49;1857,47;#N/A;21054,39;#N/A
2006/09/08 00:00;3473,56;4288,02;3281,08;1240,651;2121,07;6230,386;1754,48;6260,223;1376,53;4100,39;1049,67;4100,39;1049,67;4025,79;168,108;1717,87;103,14;745,38;1990,44;1884,71;#N/A;21718,58;#N/A
2006/09/07 00:00;3460,48;4303,87;3269,28;1241,592;2120,32;6235,988;1754,29;6266,054;1374,02;4085,38;1048,47;4085,38;1048,47;4021,4;167,263;1710,67;102,62;739,81;1982,93;1877,2;#N/A;21884,88;#N/A
2006/09/06 00:00;3503,81;4344,43;3308,98;1257,58;2148,07;6335,994;1785,46;6346,347;1379,67;4104,4;1059,76;4104,4;1059,76;4059,73;168,188;1727,26;104,74;743,26;1992,42;1911,35;#N/A;22375,73;#N/A
2006/09/05 00:00;3518,1;4394,15;3337,03;1271,098;2177,04;6428,657;1801,28;6417,139;1386,3;4146,16;1068,96;4146,16;1068,96;4103,98;169,676;1746,18;105,26;748,84;2012;1921,28;#N/A;22438,48;#N/A
2006/09/04 00:00;3520,5;4398;3339,8;1271,989;2195,47;6475,216;1805,53;6468,233;1386,83;4137,89;1073,64;4137,89;1073,64;4110,42;170,799;1752,05;105,36;#N/A;#N/A;1918,92;#N/A;22480,54;#N/A
2006/09/01 00:00;3503,83;4327,54;3318,88;1253,286;2181,45;6431,28;1768,67;6403,973;1386,83;4137,89;1068,03;4137,89;1068,03;4086,7;169,814;1744,65;104,48;748,7;2008,47;1900,34;#N/A;22212,57;#N/A
2006/08/31 00:00;3468,6;4288,61;3294,88;1244,464;2161,11;6381,202;1776,63;6380,95;1380,42;4115,15;1062,67;4115,15;1062,67;4067,75;168,403;1737,81;104,5;744,35;1997,42;1901,63;#N/A;21953,8;#N/A
2006/08/30 00:00;3483,75;4302,44;3307,83;1250,455;2175,3;6416,696;1759,17;6409,35;1382,58;4114,64;1065,98;4114,64;1065,98;4067,14;168,464;1741,92;103,29;742,69;1998,08;1876,27;#N/A;22051,38;#N/A
2006/08/29 00:00;3473,93;4265,69;3284,75;1241,048;2152,75;6329,276;1765,87;6342,991;1384,25;4111,2;1059,38;4111,2;1059,38;4050,87;167,897;1731,27;103,11;742,36;1997,21;1880,14;#N/A;21670,24;#N/A
2006/08/28 00:00;#N/A;4239,38;#N/A;1232,281;2141,82;6331,813;1744,74;6347,923;1382,82;4101,77;1059,28;4101,77;1059,28;4041,28;166,927;1729,01;102,19;740,09;1993,06;1861,83;#N/A;21945,34;#N/A
2006/08/25 00:00;3462,12;4248,92;3279,34;1232,849;2129,4;6295,099;1754,46;6293,684;1376,65;4079,89;1052,64;4079,89;1052,64;4024,79;166,463;1721,06;103,16;734,98;1982,81;1884,38;#N/A;21767,62;#N/A
2006/08/24 00:00;3439,29;4243,68;3274,04;1230,921;2127,04;6303,797;1772,39;6316,751;1380,21;4082,49;1055,27;4082,49;1055,27;4034,91;165,988;1720,01;103,36;736,77;1984,09;1888,12;#N/A;21664,66;#N/A
2006/08/23 00:00;3424,61;4274,07;3269;1238,966;2121,77;6301,749;1786,51;6291,396;1374,21;4072,6;1052,9;4072,6;1052,9;4034,77;165,697;1713,66;104,17;736,34;1979,35;1908,19;#N/A;21657,09;#N/A
2006/08/22 00:00;3440,07;4313,33;3290,79;1249,533;2124,53;6323,971;1789,39;6335,566;1377,84;4091,73;1056,84;4091,73;1056,84;4051,17;166,047;1722,64;104,33;739,5;1988,1;1909,93;#N/A;21990,14;#N/A
2006/08/21 00:00;3443,93;4292,62;3297,81;1242,197;2134,85;6365,33;1775,84;6364,413;1374,44;4088,15;1059,22;4088,15;1059,22;4051,66;165,601;1717,35;103,43;739,51;1986,11;1889,49;#N/A;21733,98;#N/A
2006/08/18 00:00;3446,82;4335,15;3291,19;1250,268;2121,94;6294,975;1797,05;6333,336;1377,03;4104,08;1055,61;4104,08;1055,61;4053,13;165,886;1719,3;104,27;742,78;1993,43;1909,55;#N/A;21279,32;#N/A
2006/08/17 00:00;3423,73;4356,52;3289,55;1260,325;2132,84;6334,469;1791,23;6366,315;1369,49;4088,75;1056,54;4088,75;1056,54;4052,6;166,405;1723,03;103,65;742,26;1986,04;1897,93;#N/A;21385,14;#N/A
2006/08/16 00:00;3417,05;4348,26;3287,42;1255,118;2141,09;6349,853;1780,97;6339,173;1368,28;4082,21;1055,26;4082,21;1055,26;4043,71;166,502;1720,66;103,94;743,54;1982,81;1895,91;#N/A;21080,52;#N/A
2006/08/15 00:00;3424,74;4292,65;3279,8;1236,965;2132;6317,015;1751,34;6263,12;1364,93;4047,73;1048,3;4047,73;1048,3;4003,29;166,333;1714,19;102,61;737,74;1967,26;1867,29;#N/A;20950,18;#N/A
2006/08/14 00:00;3405,34;4275,62;3264,78;1232,491;2116,55;6274,575;1745,83;6170,761;1350,83;3991,09;1036,9;3991,09;1036,9;3956,19;164,707;1699,2;102,28;728,61;1940,5;1862,5;#N/A;20770,57;#N/A
2006/08/11 00:00;3387,01;4286,46;3236,57;1235,351;2097,15;6237,389;1733,37;6123,393;1350,12;3985,97;1032,6;3985,97;1032,6;3941,88;163,377;1683,48;100,9;726,87;1938,13;1835,62;#N/A;20700,59;#N/A
2006/08/10 00:00;3378,44;4287,59;3238,38;1234,51;2096,39;6227,419;1750,59;6122,121;1353,56;4002,65;1033,38;4002,65;1033,38;3952,52;162,851;1681,08;101,14;729,15;1945,61;1841,39;#N/A;20540,08;#N/A
2006/08/09 00:00;3398,47;4294,48;3259;1240,815;2131,78;6324,942;1751,65;6228,632;1349,23;3983,77;1042,26;3983,77;1042,26;3966,13;163,827;1694,38;101,18;723,72;1936,3;1836,21;#N/A;#N/A;#N/A
2006/08/08 00:00;3380,66;4257,92;3228,45;1228,939;2102,36;6263,414;1731,07;6155,808;1354,93;4001,24;1037,16;4001,24;1037,16;3956,31;162,857;1681,1;100,19;729,3;1944,22;1817,95;#N/A;20793,45;#N/A
2006/08/07 00:00;3373,47;4237,2;3234,39;1222,386;2104,1;6280,613;1702,99;6156,529;1356,33;4016,43;1037,84;4016,43;1037,84;3956,62;162,87;1680,18;98,99;731,48;1950,63;1791,65;#N/A;20683,39;#N/A
2006/08/04 00:00;3404,64;4243,91;3268,02;1226,346;2119,71;6347,625;1742,57;6252,665;1358,85;4027,28;1046,13;4027,28;1046,13;3990,26;164,246;1699,25;100,67;733,81;1956,05;1828,38;#N/A;21001,68;#N/A
2006/08/03 00:00;3375,89;4215,04;3239,7;1215,566;2073,49;6220,381;1728,41;6137,234;1356,59;4030,83;1034,3;4030,83;1034,3;3964,53;162,326;1679,04;100,68;733,05;1957,41;1825,86;#N/A;20703,01;#N/A
2006/08/02 00:00;3418,35;4217,73;3291,72;1214,366;2091,43;6282,815;1729,66;6196,932;1353,15;4023,6;1037,68;4023,6;1037,68;3974,59;163,454;1694,51;100,98;728,9;1954,18;1826;#N/A;20778,06;#N/A
2006/08/01 00:00;3405,93;4190,71;3258,51;1201,962;2064,18;6184,5;1718,47;6098,846;1347,76;3998,56;1027,3;3998,56;1027,3;3937,63;161,825;1675,67;100,33;724,53;1942,22;1822,93;#N/A;20616,98;#N/A
2006/07/31 00:00;3427,51;4224,04;3284,82;1212,953;2079,06;6229,628;1726,16;6159,429;1348,19;4018,08;1032,54;4018,08;1032,54;3962,86;162,765;1690,14;100;728,27;1951;1828,74;#N/A;20885,57;#N/A
2006/07/28 00:00;3437,74;4221,88;3310,41;1212,135;2088,88;6268,916;1721,53;6177,113;1352,4;4022,31;1037,05;4022,31;1037,05;3965,57;163,22;1697,46;#N/A;729,65;1953,86;1814,09;#N/A;20732,41;#N/A
2006/07/27 00:00;3429,22;4219,61;3285,24;1212,855;2076,42;6221,795;1700,99;6121,132;1337,01;3972,61;1027,02;3972,61;1027,02;3922,06;162,174;1685,91;#N/A;719,23;1930,32;1793,62;#N/A;20827,37;#N/A
2006/07/26 00:00;3401,17;4140,45;3256,22;1188,055;2042,05;6109,491;1657,57;5998,094;1342,19;3990,94;1015,43;3990,94;1015,43;3893,05;161,49;1668,19;#N/A;721,7;1937,96;1768,75;#N/A;20553,85;#N/A
2006/07/25 00:00;3383,46;4136,03;3241,59;1185,689;2036,98;6084,98;1667,39;5984,116;1339,19;3992,77;1012,56;3992,77;1012,56;3892,77;160,96;1661,81;#N/A;723,84;1938,68;1785,44;#N/A;20413;#N/A
2006/07/24 00:00;3375,36;4098,84;3232;1172,437;2039,32;6079,014;1641,45;5978,263;1331,85;3964,57;1009,18;3964,57;1009,18;3868,39;160,209;1659,8;#N/A;719,85;1926,5;1761,48;#N/A;20358,87;#N/A
2006/07/21 00:00;3334,18;4091,33;3168,78;1169,389;2008,56;5991,802;1648,38;5899,789;1312,72;3898,95;996,48;3898,95;996,48;3820,77;158,125;1629,02;#N/A;710,26;1894,94;1763,01;#N/A;20179,65;#N/A
2006/07/20 00:00;3354,01;4117,17;3197,11;1177,533;2015,81;6018,971;1657,83;5941;1316,89;3929,64;999,99;3929,64;999,99;3845,74;158,79;1643,58;#N/A;712,72;1908,42;1778,2;#N/A;20520,86;#N/A
2006/07/19 00:00;3356,2;4047,25;3201,03;1156,611;2007,27;5985,981;1600,14;5880,352;1320,98;3966,57;996,02;3966,57;996,02;3836,42;157,557;1640,46;#N/A;719,41;1924,74;1716,34;#N/A;20795,6;#N/A
2006/07/18 00:00;3287,62;3991,23;3147,54;1139,759;1953,25;5840,914;1590,12;5709,493;1297,01;3892,59;974,46;3892,59;974,46;3764,1;154,959;1605,17;#N/A;705,51;1889,48;1716,18;#N/A;20242,57;#N/A
2006/07/17 00:00;3287,53;3973,54;3158,21;1137,579;1948,74;5844,206;1635,14;5744,801;1291,64;3885,74;974,77;3885,74;974,77;3779,36;154,78;1607,65;#N/A;705,17;1885,82;#N/A;#N/A;20268,57;#N/A
2006/07/14 00:00;3294,09;4048,46;3161,9;1157,318;1959,62;5903,293;1646,38;5832,678;1293,28;3891,38;981,95;3891,38;981,95;3804,97;155,121;1612,65;#N/A;703,28;1888,43;1770,19;#N/A;20676,2;#N/A
2006/07/13 00:00;3333,71;4111,22;3193,7;1176,335;1985,67;5989,947;1689,61;5940,445;1296,49;3912,63;992,33;3912,63;992,33;3850,38;156,738;1632,8;#N/A;706,01;1897,73;1804,29;#N/A;20963,97;#N/A
2006/07/12 00:00;3386,43;4196,6;3246,62;1205,247;2006,8;6056,238;1694,48;6036,399;1309,66;3964,59;1003,96;3964,59;1003,96;3897,92;158,845;1656,62;#N/A;716,1;1922,62;1819,02;#N/A;21591,68;#N/A
2006/07/11 00:00;3381,74;4205,16;3244,65;1205,349;2023,48;6087,812;1732,35;6042,022;1321,04;4008,39;1010,33;4008,39;1010,33;3933,94;158,626;1652,69;#N/A;723,52;1943,66;1844,8;#N/A;21267,97;#N/A
2006/07/10 00:00;3396,9;4223,17;3266,59;1210,227;2034,76;6122,845;1742,74;6098,82;1317,6;3992,5;1014,16;3992,5;1014,16;3939,26;159,637;1667,82;#N/A;723,22;1935,62;1854,36;#N/A;21346,57;#N/A
2006/07/07 00:00;3398,82;4206,43;3262,13;1202,951;2043,23;6148,288;1722,81;6114,534;1312,19;3988,51;1014,62;3988,51;1014,62;3936,94;159,364;1662,11;#N/A;720,12;1932,75;1830,02;#N/A;21358,31;#N/A
2006/07/06 00:00;3413,57;4193,23;3262,78;1199,814;2032,21;6105,202;1697,1;6102,452;1315,69;4016,61;1011,57;4016,61;1011,57;3939,64;160,144;1664,46;#N/A;724,29;1945,9;1829,02;#N/A;21243,83;#N/A
2006/07/05 00:00;3394,76;4176,28;3227,69;1193,606;2005,21;6033,894;1703,07;6032,555;1307,83;4006,29;1002,77;4006,29;1002,77;3921,35;158,907;1649,03;#N/A;721,8;1940,55;1849,59;#N/A;20935,92;#N/A
2006/07/04 00:00;3424,27;4270,15;3257,75;1220,326;2035,27;6131,937;1736,48;6147,322;1312,23;4037,45;1013,85;4037,45;1013,85;3970,67;160,116;1668,33;#N/A;#N/A;#N/A;1864,09;#N/A;21368,16;#N/A
2006/07/03 00:00;3418,99;4242,5;3258,26;1214,149;2023,26;6123,944;1726,73;6135,857;1312,23;4037,45;1012,07;4037,45;1012,07;3962,39;159,492;1664,57;#N/A;726,61;1954,49;1853,37;#N/A;21400,43;#N/A
2006/06/30 00:00;3384,04;4182,23;3230,01;1195,374;2017,8;6090,126;1730,81;6090,931;1300,55;4004,71;1005,05;4004,71;1005,05;3937,43;157,863;1656,94;#N/A;723,14;1939,03;1846,09;#N/A;21237,87;#N/A
2006/06/29 00:00;3352,82;4064,6;3206,79;1156,89;1973,15;5924,285;1657,17;5873,028;1305,11;4011,15;987,25;4011,15;987,25;3875,45;156,139;1634,34;#N/A;723,17;1943,09;1800,47;#N/A;20763,89;#N/A
2006/06/28 00:00;3303,2;3994;3144,27;1132,601;1943,7;5824,151;1631,68;5760,356;1282,56;3924,68;970,7;3924,68;970,7;3798,33;153,725;1605,15;#N/A;709,49;1901,98;1776,94;#N/A;20211,5;#N/A
2006/06/27 00:00;3297,5;3978,67;3128,71;1129,602;1943,04;5818,851;1661,54;5793,474;1273,91;3903,46;970,14;3903,46;970,14;3800,45;153,579;1602,11;#N/A;707;1891,24;1802,36;#N/A;20229,58;#N/A
2006/06/26 00:00;3308,69;3939,05;3144,76;1118,89;1950,17;5827,962;1658,37;5815,875;1281,23;3939,69;974,07;3939,69;974,07;3820,81;154,512;1613,15;#N/A;713,32;1908,56;1801,29;#N/A;20310,79;#N/A
2006/06/23 00:00;3318,26;3936,56;3150,79;1118,697;1953,89;5843,167;1654,91;5811,69;1272,56;3920,54;971,86;3920,54;971,86;3809,3;154,962;1618,48;#N/A;709,12;1899,32;1797,34;#N/A;20499,83;#N/A
2006/06/22 00:00;3329,63;3968,95;3146,33;1123,514;1970,06;5863,187;1676,26;5826,918;1276,19;3920,95;975,34;3920,95;975,34;3815,69;154,287;1615,95;#N/A;711,04;1900,98;1801,46;#N/A;20696,66;#N/A
2006/06/21 00:00;3306,18;3946,02;3135,78;1116,393;1971,67;5887,423;1646,29;5823,856;1278,94;3941,88;976,36;3941,88;976,36;3816,89;153,218;1609,39;#N/A;713,87;1910,62;1750,76;#N/A;20676,72;#N/A
2006/06/20 00:00;3310,33;3930,4;3131,58;1107,606;1973,23;5876,507;1650,98;5778,574;1272,54;3900,79;972,18;3900,79;972,18;3787,5;153,694;1608,9;#N/A;709,01;1892,13;1756,34;#N/A;20282,52;#N/A
2006/06/19 00:00;3307,69;3991,83;3113,81;1120,918;1969,17;5832,293;1654,64;5737,905;1269,83;3902,47;968,14;3902,47;968,14;3782,97;153,263;1599,33;#N/A;708,75;1892,12;1776,51;#N/A;19891,03;#N/A
